Column1,Column2
Zanieczyszczenie,Gorz�w Wlkp. ul. Pi�sudskiego - py� zawieszony PM2.5
2017-02-26," 	12.5	"
2017-02-27," 	21.5	"
2017-02-28," 	17.5	"
2017-03-01," 	12.2	"
2017-03-02," 	10.8	"
2017-03-03," 	15.9	"
2017-03-04," 	28.5	"
2017-03-05," 	23.3	"
2017-03-06," 	16.6	"
2017-03-07," 	11.6	"
2017-03-08," 	20.7	"
2017-03-09," 	23.4	"
2017-03-10," 	15.9	"
2017-03-11," 	20.4	"
2017-03-12," 	15.6	"
2017-03-13," 	36.9	"
2017-03-14," 	39.1	"
2017-03-15," 	14.4	"
2017-03-16," 	23.7	"
2017-03-17," 	23.1	"
2017-03-18," 	8.7	"
2017-03-19," 	7.0	"
2017-03-20," 	9.2	"
2017-03-21," 	7.2	"
2017-03-22," 	11.5	"
2017-03-23," 	28.1	"
2017-03-24," 	18.7	"
2017-03-25," 	17.4	"
2017-03-26," 	22.2	"
2017-03-27," 	35.4	"
2017-03-28," 	40.0	"
2017-03-29," 	27.7	"
2017-03-30," 	33.3	"
2017-03-31," 	17.8	"
2017-04-01," 	19.2	"
2017-04-02," 	21.8	"
2017-04-03," 	17.3	"
2017-04-04," 	19.4	"
2017-04-05," 	17.2	"
2017-04-06," 	6.8	"
2017-04-07," 	4.6	"
2017-04-08," 	10.9	"
2017-04-09," 	16.5	"
2017-04-10," 	19.1	"
2017-04-11," 	4.6	"
2017-04-12," 	16.7	"
2017-04-13," 	3.3	"
2017-04-14," 	7.2	"
2017-04-15," 	15.6	"
2017-04-16," 	9.4	"
2017-04-17," 	8.2	"
2017-04-18," 	6.8	"
2017-04-19," 	5.2	"
2017-04-20," 	11.2	"
2017-04-21," 	14.8	"
2017-04-22," 	4.6	"
2017-04-23," 	3.9	"
2017-04-24," 	7.2	"
2017-04-25," 	8.6	"
2017-04-26," 	11.8	"
2017-04-27," 	17.2	"
2017-04-28," 	26.7	"
2017-04-29," 	8.7	"
2017-04-30," 	8.5	"
2017-05-01," 	16.3	"
2017-05-02," 	23.4	"
2017-05-03," 	13.4	"
2017-05-04," 	7.4	"
2017-05-05," 	12.4	"
2017-05-06," 	10.7	"
2017-05-07," 	6.1	"
2017-05-08," 	6.3	"
2017-05-09," 	7.4	"
2017-05-10," 	7.8	"
2017-05-11," 	11.5	"
