Column1,Column2
Zanieczyszczenie,£Ûdü-Widzew - py≥ zawieszony PM2.5
2015-01-01,
2016-10-04," 	7.0	"
2016-10-05," 	4.0	"
2016-10-06," 	10.0	"
2016-10-07," 	18.0	"
2016-10-08," 	10.0	"
2016-10-09," 	16.0	"
2016-10-10," 	16.0	"
2016-10-11," 	6.0	"
2016-10-12," 	7.0	"
2016-10-13," 	12.0	"
2016-10-14," 	19.0	"
2016-10-15," 	22.0	"
2016-10-16," 	17.0	"
2016-10-17," 	17.0	"
2016-10-18," 	22.0	"
2016-10-19," 	28.0	"
2016-10-20," 	27.0	"
2016-10-21," 	20.0	"
2016-10-22," 	33.0	"
2016-10-23," 	27.0	"
2016-10-24," 	26.0	"
2016-10-25," 	32.0	"
2016-10-26," 	20.0	"
2016-10-27," 	30.0	"
2016-10-28," 	33.0	"
2016-10-29," 	8.0	"
2016-10-30," 	8.0	"
2016-10-31," 	17.0	"
2016-11-01," 	21.0	"
2016-11-02," 	7.0	"
2016-11-03," 	10.0	"
2016-11-04," 	20.0	"
2016-11-05," 	25.0	"
2016-11-06," 	30.0	"
2016-11-07," 	25.0	"
2016-11-08," 	27.0	"
2016-11-09," 	44.0	"
2016-11-10," 	46.0	"
2016-11-11," 	34.0	"
2016-11-12," 	23.0	"
2016-11-13," 	32.0	"
2016-11-14," 	31.0	"
2016-11-15," 	30.0	"
2016-11-16," 	20.0	"
2016-11-17," 	16.0	"
2016-11-18," 	24.0	"
2016-11-19," 	32.0	"
2016-11-20," 	18.0	"
2016-11-21," 	18.0	"
2016-11-22," 	21.0	"
2016-11-23," 	34.0	"
2016-11-24," 	51.0	"
2016-11-25," 	30.0	"
2016-11-26," 	35.0	"
2016-11-27," 	16.0	"
2016-11-28," 	9.0	"
2016-11-29," 	18.0	"
2016-11-30," 	21.0	"
2016-12-01," 	9.0	"
2016-12-02," 	8.0	"
2016-12-03," 	10.0	"
2016-12-04," 	25.0	"
2016-12-05," 	37.0	"
2016-12-06," 	30.0	"
2016-12-07," 	32.0	"
2016-12-08," 	21.0	"
2016-12-09," 	22.0	"
2016-12-10," 	22.0	"
2016-12-11," 	14.0	"
2016-12-12," 	9.0	"
2016-12-13," 	45.0	"
2016-12-14," 	29.0	"
2016-12-15," 	13.0	"
2016-12-16," 	39.0	"
2016-12-17," 	72.0	"
2016-12-18," 	35.0	"
2016-12-19," 	18.0	"
2016-12-20," 	33.0	"
2016-12-21," 	48.0	"
2016-12-22," 	45.0	"
2016-12-23," 	37.0	"
2016-12-24," 	28.0	"
2016-12-25," 	12.0	"
2016-12-26," 	8.0	"
2016-12-27," 	7.0	"
2016-12-28," 	9.0	"
2016-12-29," 	33.0	"
2016-12-30," 	50.0	"
2016-12-31," 	48.0	"
2017-01-01," 	48.0	"
2017-01-02," 	34.0	"
2017-01-03," 	19.0	"
2017-01-04," 	8.0	"
2017-01-05," 	8.0	"
2017-01-06," 	16.0	"
2017-01-07," 	72.0	"
2017-01-08," 	107.0	"
2017-01-09," 	101.0	"
2017-01-10," 	111.0	"
2017-01-11," 	80.0	"
2017-01-12," 	21.0	"
2017-01-13," 	27.0	"
2017-01-14," 	20.0	"
2017-01-15," 	28.0	"
2017-01-16," 	43.0	"
2017-01-17," 	61.0	"
2017-01-18," 	61.0	"
2017-01-19," 	56.0	"
2017-01-20," 	63.0	"
2017-01-21," 	29.0	"
2017-01-22," 	35.0	"
2017-01-23," 	65.0	"
2017-01-24," 	78.0	"
2017-01-25," 	45.0	"
2017-01-26," 	63.0	"
2017-01-27," 	98.0	"
2017-01-28," 	106.0	"
2017-01-29," 	125.0	"
2017-01-30," 	123.0	"
2017-01-31," 	95.0	"
2017-02-01," 	94.0	"
2017-02-02," 	94.0	"
2017-02-03," 	35.0	"
2017-02-04," 	36.0	"
2017-02-05," 	40.0	"
2017-02-06," 	39.0	"
2017-02-07," 	30.0	"
2017-02-08," 	18.0	"
2017-02-09," 	31.0	"
2017-02-10," 	32.0	"
2017-02-11," 	32.0	"
2017-02-12," 	23.0	"
2017-02-13," 	37.0	"
2017-02-14," 	86.0	"
2017-02-15," 	170.0	"
2017-02-16," 	145.0	"
2017-02-17," 	62.0	"
2017-02-18," 	31.0	"
2017-02-19," 	30.0	"
2017-02-20," 	35.0	"
2017-02-21," 	11.0	"
2017-02-22," 	13.0	"
2017-02-23," 	8.0	"
2017-02-24," 	7.0	"
2017-02-25," 	16.0	"
2017-02-26," 	16.0	"
2017-02-27," 	25.0	"
2017-02-28," 	30.0	"
2017-03-01," 	16.0	"
2017-03-02," 	10.0	"
