Column1,Column2
Zanieczyszczenie,Szczecin_Andrzejewskiego - py³ zawieszony PM2.5
2017-03-28," 	28.9	"
2017-03-29," 	27.9	"
2017-03-30," 	23.3	"
2017-03-31," 	12.7	"
2017-04-01," 	22.8	"
2017-04-02," 	24.0	"
2017-04-03," 	20.1	"
2017-04-04," 	16.7	"
2017-04-05," 	17.6	"
2017-04-06," 	5.7	"
2017-04-07," 	5.9	"
2017-04-08," 	6.8	"
2017-04-09," 	14.9	"
2017-04-10," 	18.9	"
2017-04-11," 	6.4	"
2017-04-12," 	10.3	"
2017-04-13," 	2.9	"
2017-04-14," 	5.2	"
2017-04-15," 	10.6	"
2017-04-16," 	5.8	"
2017-04-17," 	9.1	"
2017-04-18," 	8.4	"
2017-04-19," 	8.4	"
2017-04-20," 	13.0	"
2017-04-21," 	13.0	"
2017-04-22," 	3.6	"
2017-04-23," 	3.4	"
2017-04-24," 	6.4	"
2017-04-25," 	5.1	"
2017-04-26," 	6.6	"
2017-04-27," 	11.7	"
2017-04-28," 	16.9	"
2017-04-29," 	15.4	"
2017-04-30," 	10.6	"
2017-05-01," 	10.1	"
2017-05-02," 	11.0	"
2017-05-03," 	9.6	"
2017-05-04," 	8.3	"
2017-05-05," 	9.6	"
2017-05-06," 	12.3	"
2017-05-07," 	6.8	"
2017-05-08," 	4.9	"
2017-05-09," 	8.8	"
2017-05-10," 	7.3	"
2017-05-11," 	9.6	"
2017-05-12," 	14.9	"
2017-05-13," 	18.2	"
2017-05-14," 	17.6	"
2017-05-15," 	15.4	"
2017-05-16," 	9.3	"
2017-05-17," 	10.6	"
2017-05-18," 	17.9	"
2017-05-19," 	23.5	"
2017-05-20," 	12.2	"
2017-05-21," 	8.6	"
2017-05-22," 	12.2	"
2017-05-23," 	14.9	"
2017-05-24," 	9.5	"
2017-05-25," 	7.6	"
2017-05-26," 	10.3	"
2017-05-27," 	10.0	"
2017-05-28," 	11.3	"
2017-05-29," 	14.0	"
2017-05-30," 	14.5	"
2017-05-31," 	12.7	"
2017-06-01," 	10.0	"
2017-06-02," 	12.3	"
2017-06-03," 	10.8	"
2017-06-04," 	12.2	"
2017-06-05," 	10.3	"
2017-06-06," 	16.0	"
2017-06-07," 	7.1	"
2017-06-08," 	7.8	"
2017-06-09," 	10.0	"
2017-06-10," 	6.9	"
2017-06-11," 	10.1	"
2017-06-12," 	10.0	"
2017-06-13," 	6.8	"
2017-06-14," 	8.3	"
2017-06-15," 	8.4	"
2017-06-16," 	8.6	"
2017-06-17," 	6.6	"
2017-06-18," 	7.9	"
2017-06-19," 	9.6	"
2017-06-20," 	11.5	"
2017-06-21," 	7.6	"
2017-06-22," 	10.8	"
2017-06-23," 	11.5	"
2017-06-24," 	10.5	"
2017-06-25," 	7.4	"
2017-06-26," 	6.2	"
2017-06-27," 	7.9	"
2017-06-28," 	19.4	"
2017-06-29," 	16.6	"
2017-06-30," 	5.4	"
2017-07-01," 	6.2	"
2017-07-02," 	6.2	"
2017-07-03," 	5.6	"
2017-07-04," 	6.1	"
2017-07-05," 	7.9	"
2017-07-06," 	11.3	"
2017-07-07," 	14.2	"
2017-07-08," 	14.0	"
2017-07-09," 	9.5	"
