Column1,Column2
Zanieczyszczenie,Rzeszów-Nowe Miasto - py³ zawieszony PM2.5
2016-12-08," 	25.4	"
2016-12-09," 	29.7	"
2016-12-10," 	21.7	"
2016-12-11," 	18.9	"
2016-12-12," 	8.6	"
2016-12-13," 	26.0	"
2016-12-14," 	29.1	"
2016-12-15," 	20.0	"
2016-12-16," 	56.4	"
2016-12-17," 	44.7	"
2016-12-18," 	38.2	"
2016-12-19," 	52.2	"
2016-12-20," 	57.1	"
2016-12-21," 	31.7	"
2016-12-22," 	34.5	"
2016-12-23," 	38.1	"
2016-12-24," 	28.0	"
2016-12-25," 	16.7	"
2016-12-26," 	13.6	"
2016-12-27," 	6.9	"
2016-12-28," 	10.2	"
2016-12-29," 	24.8	"
2016-12-30," 	77.1	"
2016-12-31," 	61.8	"
2017-01-01," 	48.3	"
2017-01-02," 	54.3	"
2017-01-03," 	26.8	"
2017-01-04," 	15.5	"
2017-01-05," 	12.5	"
2017-01-06," 	18.2	"
2017-01-07," 	69.4	"
2017-01-08," 	128.0	"
2017-01-09," 	64.3	"
2017-01-10," 	91.5	"
2017-01-11," 	190.0	"
2017-01-12," 	44.5	"
2017-01-13," 	30.2	"
2017-01-14," 	33.4	"
2017-01-15," 	56.2	"
2017-01-16," 	111.0	"
2017-01-17," 	87.9	"
2017-01-18," 	34.7	"
2017-01-19," 	34.3	"
2017-01-20," 	46.1	"
2017-01-21," 	48.2	"
2017-01-22," 	45.8	"
2017-01-23," 	51.2	"
2017-01-24," 	82.7	"
2017-01-25," 	75.7	"
2017-01-26," 	106.0	"
2017-01-27," 	66.5	"
2017-01-28," 	157.0	"
2017-01-29," 	116.0	"
2017-01-30," 	67.2	"
2017-01-31," 	38.9	"
2017-02-01," 	47.3	"
2017-02-02," 	29.2	"
2017-02-03," 	68.4	"
2017-02-04," 	57.3	"
2017-02-05," 	54.1	"
2017-02-06," 	43.8	"
2017-02-07," 	26.1	"
2017-02-08," 	20.6	"
2017-02-09," 	25.4	"
2017-02-10," 	30.0	"
2017-02-11," 	33.1	"
2017-02-12," 	19.3	"
2017-02-13," 	70.6	"
2017-02-14," 	107.0	"
2017-02-15," 	155.0	"
2017-02-16," 	94.7	"
2017-02-17," 	52.9	"
2017-02-18," 	58.8	"
2017-02-19," 	49.6	"
2017-02-20," 	24.8	"
2017-02-21," 	12.6	"
2017-02-22," 	14.6	"
2017-02-23," 	10.4	"
2017-02-24," 	10.9	"
2017-02-25," 	22.7	"
2017-02-26," 	17.3	"
2017-02-27," 	20.3	"
2017-02-28," 	22.0	"
2017-03-01," 	27.5	"
2017-03-02," 	16.9	"
2017-03-03," 	21.5	"
2017-03-04," 	13.7	"
2017-03-05," 	16.3	"
2017-03-06," 	16.9	"
2017-03-07," 	38.8	"
2017-03-08," 	45.2	"
2017-03-09," 	32.3	"
2017-03-10," 	30.9	"
2017-03-11," 	38.9	"
2017-03-12," 	22.2	"
2017-03-13," 	28.5	"
2017-03-14," 	55.8	"
2017-03-15," 	47.9	"
2017-03-16," 	21.5	"
2017-03-17," 	27.7	"
2017-03-18," 	13.9	"
2017-03-19," 	20.5	"
2017-03-20," 	22.1	"
2017-03-21," 	23.3	"
2017-03-22," 	31.0	"
2017-03-23," 	13.7	"
2017-03-24," 	36.8	"
2017-03-25," 	28.4	"
2017-03-26," 	19.1	"
2017-03-27," 	28.3	"
2017-03-28," 	40.3	"
2017-03-29," 	30.5	"
2017-03-30," 	17.8	"
2017-03-31," 	20.1	"
2017-04-01," 	18.5	"
2017-04-02," 	20.4	"
2017-04-03," 	23.3	"
2017-04-04," 	20.2	"
2017-04-05," 	22.3	"
2017-04-06," 	10.9	"
2017-04-07," 	14.4	"
2017-04-08," 	18.3	"
2017-04-09," 	34.3	"
2017-04-10," 	19.2	"
2017-04-11," 	11.4	"
2017-04-12," 	12.6	"
2017-04-13," 	10.8	"
2017-04-14," 	22.0	"
2017-04-15," 	21.7	"
2017-04-16," 	10.8	"
2017-04-17," 	14.6	"
2017-04-18," 	13.3	"
2017-04-19," 	11.2	"
2017-04-20," 	10.4	"
2017-04-21," 	21.9	"
2017-04-22," 	16.5	"
2017-04-23," 	11.1	"
2017-04-24," 	22.3	"
2017-04-25," 	17.5	"
2017-04-26," 	22.2	"
2017-04-27," 	13.1	"
2017-04-28," 	13.6	"
2017-04-29," 	22.8	"
2017-04-30," 	37.6	"
2017-05-01," 	9.7	"
2017-05-02," 	17.8	"
2017-05-03," 	18.3	"
2017-05-04," 	17.1	"
2017-05-05," 	17.0	"
2017-05-06," 	21.2	"
2017-05-07," 	17.8	"
2017-05-08," 	11.3	"
2017-05-09," 	13.6	"
2017-05-10," 	19.5	"
2017-05-11," 	15.6	"
2017-05-12," 	21.3	"
2017-05-13," 	20.5	"
2017-05-14," 	14.1	"
2017-05-15," 	16.2	"
2017-05-16,
2017-05-17," 	14.0	"
2017-05-18," 	14.8	"
2017-05-19," 	16.4	"
2017-05-20," 	20.0	"
2017-05-21," 	21.8	"
2017-05-22," 	14.1	"
2017-05-23," 	14.5	"
2017-05-24," 	11.2	"
2017-05-25," 	12.0	"
2017-05-26," 	11.5	"
2017-05-27," 	10.5	"
2017-05-28," 	10.5	"
2017-05-29," 	11.8	"
2017-05-30," 	13.0	"
2017-05-31," 	11.9	"
2017-06-01," 	12.2	"
2017-06-02," 	13.3	"
2017-06-03," 	14.3	"
2017-06-04," 	15.1	"
2017-06-05," 	11.9	"
2017-06-06," 	12.8	"
2017-06-07," 	8.7	"
2017-06-08," 	11.6	"
2017-06-09," 	13.0	"
2017-06-10," 	12.7	"
2017-06-11," 	9.0	"
2017-06-12," 	10.6	"
2017-06-13," 	10.5	"
2017-06-14," 	10.4	"
2017-06-15," 	9.1	"
2017-06-16," 	10.7	"
2017-06-17," 	7.0	"
2017-06-18," 	11.1	"
2017-06-19," 	17.2	"
2017-06-20," 	16.9	"
2017-06-21," 	12.2	"
2017-06-22," 	15.7	"
2017-06-23," 	12.1	"
2017-06-24," 	16.4	"
2017-06-25," 	16.0	"
2017-06-26," 	13.1	"
2017-06-27," 	10.3	"
2017-06-28," 	15.8	"
2017-06-29," 	12.5	"
2017-06-30," 	9.5	"
2017-07-01," 	7.6	"
2017-07-02," 	7.4	"
2017-07-03," 	10.5	"
2017-07-04," 	12.3	"
2017-07-05," 	11.5	"
2017-07-06," 	11.1	"
2017-07-07," 	11.9	"
2017-07-08," 	13.6	"
2017-07-09," 	12.6	"
2017-07-10," 	10.2	"
2017-07-11," 	10.1	"
2017-07-12," 	10.0	"
2017-07-13," 	7.4	"
2017-07-14," 	12.1	"
2017-07-15," 	12.7	"
2017-07-16," 	10.9	"
